channelId,title,description,publishedAt,viewCount,subscriberCount,videoCount,topicCategories,country,period_views,period_comments,period_video_count,most_common_video_category,most_common_video_category_name,subs_processed,commenter_count,sub_count
UCTn6o_IBoZZGzbrOrKNEl5Q,Benediktas Vanagas,"Oficialus Benedikto Vanago or Gurtam TOYOTA GAZOO Racing BalticsYoutube kanalas

Benediktas Vanagas – lenktynininkas, 2024 m. Dakaro ralyje užėmęs rekordinę Baltijos šalių istorijoje 8 vietą, o 2015 m. Dakare laimėjęs privačių komandų įskaitoje. 
Benediktas Vanagas Dakaro ralyje yra dalyvavęs jau 12 kartų. Lenktynininkas turi daugiau nei 25 metus patirties ralio, žiedo, ralio reido ir bekelės disciplinose ir yra vienas universaliausių lenktynininkų Europoje.

----------------

Official YouTube channel of Benediktas Vanagas (Racing Driver) & GURTAM TOYOTQ GAZOO Racing Baltics team.

Benediktas Vanagas is a racer, Dakar 2024 record holder (8th place) for Baltic states and the Privateer category winner of Dakar 2015 – most challenging race in the world.
Benediktas Vanagas has already participated at Dakar 12 times, and with 25 years of experience in rally, racing, cross country and off-road he is named one of the most versatile rally drivers in Europe.
",2012-02-06T15:00:56Z,7660447,45900,697,"['https://en.wikipedia.org/wiki/Motorsport', 'https://en.wikipedia.org/wiki/Sport', 'https://en.wikipedia.org/wiki/Vehicle', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",LT,255295,333,39,17,Sportas,True,192,7727
UCTnFXscfndF6urqswqdgjHg,EnoxsPC,"🔦 Nuotykiai ir linksmybės! Įvairūs žaidimai! :D


Business Inquires: enoxsfan@gmail.com",2012-11-19T13:02:17Z,5126092,22900,379,"['https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Video_game_culture', 'https://en.wikipedia.org/wiki/Action_game']",LT,1117455,1457,46,20,Žaidimai,True,622,2286
UCTonHhrZgVHg8HCMFcQvtEA,Zalgiris Kaunas,"The official YouTube channel for the Žalgiris Kaunas. Subscribe for interviews, behind-the-scenes player content, vintage videos, and more.",2007-12-14T10:11:53Z,53989267,83000,4647,"['https://en.wikipedia.org/wiki/Sport', 'https://en.wikipedia.org/wiki/Basketball']",LT,1464417,1337,150,17,Sportas,True,573,8535
UCTPZpRzTKxnMZwdse4o-HWw,Ruslan Bas ,"С апреля 2018 года нахожусь в Литве город Паневежис, приехал из России города Ульяновска. Буду выкладывать видео о моем  прибывания в Литве, о политике и религии буду стараться не говорить!!! В основном о своей жизни и обычных людей!!!",2013-11-29T19:00:49Z,3921852,10700,303,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],LT,756458,4180,83,22,Žmonės ir tinklaraščiai,True,977,1035
UCtu6xz3aChDEuo6VUX8-3OQ,Dalia Sekmokienė,"Kanale publikuojami vaizdo įrašai apie  sveikatą, sveiką mitybą, gerą nuotaiką, laimę, saviugdą, asmenybės augimą, gyvenimą Lietuvoje. Daug video kuriama apie sveikatai palankius maisto produktus bei papildus, prieskonius, vaistažoles. Aptariama, koks maistas, produktai, vaistažolės palankiausios atskirų ligų prevencijai.
Išskirtinė sritis - Kinų medicina bei filosofija. Aptariama jausmų, būsenos, aplinkos energijų , mitybos įtaka ligų atsiradimui ar jų gydymui.
Kanalo sritis - Švietimas aukščiau nurodytomis temomis.
Dalis publikacijų, surinktų iš YouTube, leidžiamų laisvai publikuoti, yra grojaraščiuose. 

The channel will feature videos on health, healthy eating, good mood, happiness, self-education, yoga. Some of the publications collected from YouTube for free publishing are in playlists. ",2014-05-20T17:05:37Z,1189186,10900,556,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Health', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",LT,152860,1532,67,27,Švietimas,True,279,1049
UCtvVcE3hOyGNnugJOG2zwuQ,stasas777,"Mano tikrasis aš esu Stasys Poderis.Patinka lietuvių,rusų estradinės dainos.Mėgstu fotografuoti,
filmuoti įvarius koncertinius renginius.Laisvalaikiu mėgstu važinėti po ivairias Lietuvos vietas. Filmavimas yra mano hobi ir laisvalaikio praleidimas.Mano feizbukas Stasys Poderis.",2011-11-20T14:00:51Z,14875481,17400,848,['https://en.wikipedia.org/wiki/Music'],LT,539652,307,84,10,Muzika,True,143,324
UCTxo4IC4jAyaUxmbDD_GIOw,AntanasJ,"Email - vadyba@antanasj.lt

⬇BŪKIME DRAUGAIS :) ⬇
►Facebook https://www.facebook.com/antanasjfit
►Instagram https://www.instagram.com/antanasjfit/",2016-07-08T18:13:17Z,48805139,146000,343,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],LT,2751663,4336,43,24,Pramogos,True,2559,11627
UCu6A4xmskSOY_wPVOk6I3AA,Kūrybinis Potencialas,mes visi mirsim,2016-10-09T07:27:52Z,36492524,145000,265,"['https://en.wikipedia.org/wiki/Humour', 'https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",LT,700401,1717,9,23,Komedijos,True,1018,17801
UCU6qC4-NNr2E6SDaUQoj_dw,Sisters On Wire," Management & Bookings: info@sistersonwire.com
""Sisters On Wire"" were formed in Vilnius in 2014, establishing their sound as a 'summerish' indie pop with elements of rock, electro and dreampop.
2016 - Debut LP ""Never Turn the Lights Off"" was out. Songs ""Roads"", ""Parallel World"", ""Your Eyes"" and ""You & I"" were featured in several movies and TV programmes.
In 2017 ""Sisters On Wire"" received nominations for Major Lithuanian Music Awards (M.A.M.A.) as a ""Rock Act of 2016"" and a ""Breakthrough of 2016"".
In 2018 the band was opening for ""A-ha"" concert in Trakai Castle.
Following singles ""Taip Jau Gavosi"", ""Mėlyna Mėlyna"" , ""Ten Esi Tu"" and ""Paleisk  Mane"" scored millions views on YouTube and led the TOP charts of major Lithuanian radiostations.
Dec 2020 - M.A.M.A. nominees as a ""Pop Act of 2020"", ""Mėlyna Mėlyna"" - ""Single of the Year"".
Now the band is working on new album release and preparing for their concert at Žalgirio arena on April 14, 2023
",2014-04-24T15:47:41Z,43902390,30800,70,"['https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Independent_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Rock_music']",LT,459297,125,3,10,Muzika,True,64,3211
UCUa8DC7w3jdut2gUrC99Bzg,Judzikas,"Sveiki visi, aš didelis vyras...

Šlovė Judzizmui

Contact my email: 	judzebusiness@gmail.com
Discord: judze#2531

",2020-04-27T10:40:16.921484Z,6454722,18400,444,[],LT,2609880,3739,85,20,Žaidimai,True,1736,2724
UCUB3l4p7RAoTQGEsJK4IVog,Lithuania Explained,"NEW VIDEOS EVERY WEEK + Additional content at lithuaniaexplained.com!

Exploring various aspects of Lithuania with a focus on geopolitics and defense. 

For more day-to-day coverage of life in Lithuania (as a foreigner married to a Lithuanian), visit the new sister channel here: https://www.youtube.com/@LithuaniaExplainedVlog
------
Although every effort has been made to provide complete and accurate information, Lithuania Explained makes no warranties, express or implied, or representations as to the accuracy of content within these videos and assumes no liability or responsibility for any error or omissions in the information contained within.

Join this channel as a Patreon Patron to get access to perks:
https://www.patreon.com/user/posts?u=84794387

Enjoy what you've seen so far? Buy me a coffee! https://buymeacoffee.com/lithuaniaexplained
",2022-01-06T13:38:23.009641Z,3944039,23100,323,"['https://en.wikipedia.org/wiki/Politics', 'https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Military']",LT,1341372,8055,88,19,Kelionės ir renginiai,True,2577,1985
UCubjKKfcW968FwmEFv7aAKg,Gyvenimas Inkile,Tolimųjų reisų vairuotojo kasdienybė,2013-05-25T08:11:44Z,9800076,18800,790,"['https://en.wikipedia.org/wiki/Vehicle', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",LT,667159,3259,95,22,Žmonės ir tinklaraščiai,True,789,4201
UCUmELkPGdpzp9Yn50BazIcg,TIKRA RIDA,"Sveiki atvykę į ""TIKRA RIDA"" – kanalą, skirtą visiems automobilių entuziastams ir tiems, kurie nori išmokti daugiau apie šią sritį. Šaras ir Ignelis yra du automobilių entuziastai, kurie dalinsis savo žiniomis ir patirtimi apie automobilių pirkimą bei pardavimą. Mūsų kanale rasite įdomių ir naudingų video, kuriuose aptarsime įvairius automobilių aspektus – nuo techninių detalių iki patarimų, kaip išsirinkti tinkamą automobilį. Žiūrėdami mūsų turinį, išmoksite dalykų, kurių anksčiau nežinojote apie automobilius, ir sužinosite, kaip atpažinti tikrą automobilio ridą. Prisijunkite prie mūsų bendruomenės ir kartu narpliokime automobilių pasaulį!",2023-11-19T10:54:37.152435Z,2127178,19100,123,"['https://en.wikipedia.org/wiki/Vehicle', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",LT,1565752,4340,77,2,Automobiliai ir transporto priemonės,True,1879,6031
UCUoEQqmvU-5sELIGexKT0QA,Bernužėliai,"Grupė Bernužėliai, tai linksma, smagi muzika visoms progoms. Dėl koncertų galite kreiptis telefonu : +37060580176",2019-03-17T21:42:56Z,70576125,52200,26,"['https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Music']",LT,1167769,207,1,10,Muzika,True,170,1982
UCuyBE3w9LhY05SWOAQ6hbPg,Remigijus Virsila,"Sportas 💪Motyvacija 💯 Dainos🎵 ir Prikolai✌️! Viską gali rasti mano kanale!🖤 Gero laiko su mano video ❤️🌍💯
Mane galite sekti https://www.instagram.com/aesthetic_remis?igsh=MWM3dzFpdXp5OWhsMg==",2011-12-25T10:49:28Z,11046823,36100,214,"['https://en.wikipedia.org/wiki/Health', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Physical_fitness', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",LT,119099,256,4,17,Sportas,True,177,3048
UCU_EuxEpEbMD4K16mDcTaXA,Aurimas Valujavičius,"Labas! Aš - Aurimas Valujavičius iš Kauno. Man 30 metų. Daugiausiai savo
gyvenimo laiko leidžiu tyrinėdamas pasaulį visais įmanomais būdais: dviračiu,
motoroleriu, baidare, pačiūžomis, pėsčiomis, žygiais ar ekspedicijomis. Be noro
pažinti tai, ką gali pasiūlyti mus supantis pasaulis, turiu ir keletą kitų pomėgių: sportą,
pirografiją, gitarą ir dar daug visko. Myliu „YouTube“ ir vloginimą. Jeigu TU turi
tokių mėgstamų užsiėmimų kaip aš - turėtum apsilankyti mano kanale ir susipažinti su
mano kuriamu turiniu.
Paspausk PRENUMERUOTI mygtuką ir būsi informuojamas, kai tik pasirodys
naujausias vlogas „YouTube“ kanale.
Jūsų Aurimas :)
Prisidėti prie mano kelionių gali:
►Prenumeruodamas mano kanalą
►Swedbank: LT157300010162332778 VŠĮ VALUJAVIČIAUS KELIONĖS
►Paypal: https://www.paypal.me/Valujavicius
►Patreon: https://www.patreon.com/m/ValujaviciusAurimas
►Contribee: https://contribee.com/aurimas-valujavicius
►Revolut: https://pay.revolut.com/aurimarwzz
Ačiū!
",2008-10-01T18:23:50Z,55353600,171000,1377,"['https://en.wikipedia.org/wiki/Tourism', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",LT,10148800,25850,174,19,Kelionės ir renginiai,True,5088,24190
UCv4Cecqpm3cOv7N5N9NkMsQ,OMERTA," OMERTA | Hiphop artist from Lithuania 🇱🇹
",2011-10-03T17:32:35Z,25914864,32200,171,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",LT,489226,274,2,10,Muzika,True,186,3110
UCv6IxW34rD3nyM1fhIKfO5w,Dj3P51LON,"EP51LON - Higher OUT NOW 
Stream it here: https://clnz.us/higher

Official channel of Dj Epsilon (EP51LON)
Best mixes since 2011.",2011-07-11T05:45:05Z,4097179,396000,62,"['https://en.wikipedia.org/wiki/Electronic_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",LT,371031,120,18,10,Muzika,True,87,298
UCvaU4x7PVu7wVWSp27HAnCQ,Zvejyba su Arunu,"Sveiki. Mano hobis yra žvejyba,kadangi patinka žvejoti todėl nusprendžiau visais įspūdžiais žvejyboje ir gamtoje pasidalinti su jumis žiurovais,jeigu atsiras tokių žiurovu kurie supras, kad norint nufilmuoti daugiau žvejybu ir pasidalinti su jumis man reikalinga jusu finansinė parama,todel kam negaila kažkiek euru galite paremti mano kanala,galima ir į saskaita, ačiū👍 sask.nr LT037044000335648565 SEB Arūnas Jankauskas 
",2012-12-17T17:56:17Z,3184327,11800,160,"['https://en.wikipedia.org/wiki/Hobby', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Pet']",LT,715861,3133,36,22,Žmonės ir tinklaraščiai,True,1040,3162
UCVCZ8gDIKlSG1IQDPfnkxNA,BasketNews․LT,BasketNews.lt — pirmaujantis krepšinio žinių šaltinis Lietuvoje nuo 2005 metų.,2009-01-04T21:58:38Z,54220940,58200,6132,"['https://en.wikipedia.org/wiki/Sport', 'https://en.wikipedia.org/wiki/Basketball']",LT,8886160,14175,415,17,Sportas,True,4711,11294
UCVDpaU9hU6UzlgwsR-nZnzw,#Mantaz,labas,2015-04-26T17:19:17Z,5094831,21700,231,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",LT,148597,539,18,20,Žaidimai,True,285,2350
UCvE5_PJFElK2aLSxCP4NEfA,Jovani,"Jovani is a world-known Lithuanian DJ, music producer, radio host, and TV personality. He first became known for his radio show at ZIP FM. He hosted the Jovani At Club show and interviewed many famous musicians such as Tiësto and David Guetta. He is a member of the Radistai - a duet that has their music festival, TV, and radio shows. His solo career as DJ Jovani kicked off in 2018 after he released his single Keep it to Myself. The single was recorded and released through a collaboration with the singer Jazzu and was ranked second in the Polish national music charts run by the largest radio station, RMF. Now he is playing all around the world: Sweden, Norway, Denmark, Estonia, Latvia, Poland, Spain, Monaco, UAE, USA, UK, Ireland, Canada, etc. He also has a DJ residency in Dublin, London, and Chicago. He has shared a stage with many well-known performers, such as David Guetta, Don Diablo, Tiësto.",2009-11-16T17:34:43Z,169205517,137000,97,"['https://en.wikipedia.org/wiki/Electronic_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",LT,14742601,1908,9,10,Muzika,True,1342,9786
UCvEFtIm2D5ePEBbKaAyvZ2w,Delfi,"Sveiki atvykę į DELFI internetinę televiziją Youtube kanale!

Nori jausti Lietuvos ir pasaulio įvykių pulsą, stebėti mėgstamas sporto varžybas, išgirsti muzikines premjeras ar žiūrėti pamėgtas laidas? Visa tai ir dar daugiau rasi Delfi Youtube kanale, kuriame kasdien pateikiame aktualiausią informaciją ir rodome pramogines laidas. 

Karščiausius dienos įvykius sekite laidose „Iš esmės“, „Delfi interviu“, keliaukite po pasaulį kartu su Orijumi Gasanovu, mėgaukitės Rolando Mackevičiaus provokacijamis Lietuvos žvaigždėms laidoje „Nepatogūs klausimai“. 

Prenumeruok Delfi kanalą ir naujienas bei mėgstamas laidas pamatyk pirmas!

",2013-07-31T07:11:29Z,143215959,155000,17153,"['https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",LT,13247001,20227,423,25,Naujienos ir politika,True,7997,15560
UCVjDL0dfzx1ZN8N2PikURGQ,DeividasBen,"Tikslas - 100 000 SUBSCRIBE
",2013-08-18T15:54:32Z,8075258,97100,80,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Television_program']",LT,5324384,16862,35,23,Komedijos,True,7524,14145
UCVmP73OeV2pCzBW6lita6gA,Vaidas Baumila,Official Vaidas Baumila YouTube channel / Oficialus Vaido Baumilos YouTube kanalas,2014-04-25T00:38:57Z,90675490,70600,67,"['https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Music']",LT,2612688,871,3,10,Muzika,True,563,4462
UCVMU7tgB0JhUpzvpGBZRWKw,Aurimas Mockus,"Traveler - Extreme travel lover/bloger.

Keliautojas - ekstremalių kelionių mėgėjas/blogeris.

“Kelionę planuoti - džiaugsmas. 
Kelionę vykdyti - katorga. Kelionę prisiminti - visko atpildas. 
Faktiškai gyvenimas ir yra kelionė.” 

Antanas Poškevičius - Poška (1903-1992)",2012-02-11T08:21:28Z,1057048,16100,93,"['https://en.wikipedia.org/wiki/Vehicle', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",LT,252600,1072,51,19,Kelionės ir renginiai,True,293,4271
UCvNTp3DQkb46WYLM58o009g,Tomuxas,"⬇️Instagram : tomuxas__
",2020-05-08T09:53:08.925587Z,7920231,35800,369,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Video_game_culture', 'https://en.wikipedia.org/wiki/Role-playing_video_game']",LT,1129355,2568,47,20,Žaidimai,True,1289,4878
UCvR6BVkOt0gaqFjOIgfhtAQ,NeRedaguota,"Podcast’as apie politiką. Lietuvoje aktualios geopolitinės, ekonominės ir sociokultūrinės temos.

Prisidėkite prie nepriklausomą turino kūrybos

https://www.patreon.com/Neredaguota  👍🤝

Savo klausimus kiekvienam epizodui galite rašyti Facebook grupėje: facebook.com/groups/132441985010746

Backstage vaizdai: https://www.instagram.com/neredaguota/",2020-02-12T17:53:49.489178Z,6938013,28300,700,"['https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Politics']",LT,2038564,10263,135,25,Naujienos ir politika,True,2747,6823
UCVTFt5LYteAqdoeMQaKiCPQ,Radvis,♪ Unt-ss Unt-ss Unt-ss Unt-ss ♪,2020-04-16T19:37:56.55548Z,8684598,12900,11,"['https://en.wikipedia.org/wiki/Electronic_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",LT,4603669,514,5,10,Muzika,True,359,2432
UCvwaF9TlDu6F0zLajCW-PgQ,Natalija Bunke,,2011-12-23T15:09:33Z,57980759,57000,51,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",LT,6325050,1350,3,10,Muzika,True,902,2856
UCVwcZ-PFdOvdC4eootcKmAw,Kastytis Kerbedis Official,"Keturi dešimtmečiai neblėstančios šlovės scenoje, ilgai nevystančios, su meile įteiktos puokštės po koncertų. Lietuvos estrados veteranas, neperspjaunamai talentingas vokalistas, stilingas džentelmenas Kastytis Kerbedis, nepaisant visų savo ugningo charakterio sukeltų vėtrų, Lietuvos populiariosios muzikos scenoje tebestovi tiesus ir tvirtas kaip uola.
K. Kerbedis tai žino, todėl nusilenkia, šypsodamasis likimo šypsena – kartais labai draugiška, kartais tokia, kokia šypsosi žmogus, žinantis savo vertę, mokantis stipriai mylėti, turintis į valias gaivališko polėkio ir kone demoniškų galių.",2016-10-11T17:44:55Z,24745445,21800,51,"['https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Music']",LT,749110,121,3,10,Muzika,True,93,1390
UCvWLMkxSv0dzApXbjmhuCzw,Jazzu,,2018-10-22T13:03:19Z,42896202,43100,36,"['https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Music']",LT,349506,135,2,10,Muzika,True,117,2745
UCvwrrOqLsyKcgvqbhBNfV9g,Ambertiii,"Labas ačiū, kad užsukai, čia rasi įkvėpimą paprastuose dalykuose. Tikiuosi tau patiks mano realistiški vlogai ir gerai leisim laiką kartu... 

https://contribee.com/ambertiii
https://www.instagram.com/ambertiii/

",2017-10-07T19:42:45Z,2927991,17400,265,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],LT,164750,406,20,24,Pramogos,True,161,926
UCVZGsff4t_7_Te5pE6Otg-Q,Atikin,"Atikin Official - Music, Hip-hop/Rap.",2014-12-24T08:25:15Z,3162348,12600,46,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",LT,568396,722,13,10,Muzika,True,456,1706
UCV_59afytAhjWv9WWeixTFg,Kitokie pasikalbėjimai,„Kitokie pasikalbėjimai“ – vėlyvojo vakaro pokalbių šou,2014-09-06T17:21:31Z,76026101,159000,1001,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Humour', 'https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",LT,3816225,4283,93,24,Pramogos,True,2171,21150
UCW1GmySsf3u-GJpkEH_kIAA,THE ROOP,"DIFFERENT KIND OF MAINSTREAM WHICH IS ON FIRE! 
Music with a message, delivered with style and skill.
---
• Style: pop/dance-pop
• Formed in Vilnius, Lithuania, in 2014 by Vaidotas Valiukevičius, Robertas Baranauskas, and Mantas Banišauskas, THE ROOP blends dance-pop with meaningful messages. The name means ""to shout out,"" reflecting their expressive style.
• THE ROOP gained prominence in 2018 with ""Yes, I Do"" in the Lithuanian Eurovision National Selection, placing #3. Their 2020 entry, ""On Fire"", became a global sensation despite Eurovision's cancellation, winning numerous alternative contests. In 2021, they returned with ""Discoteque"", finishing #8 in the Eurovision Grand Final.
• THE ROOP won Eurovision 2020 - Das Deutsche Finale on German TV with ""On Fire"". They were named Lithuania's Tourism Ambassador in 2021 and have received multiple M.A.M.A. Awards.
• Known for energetic and emotional live shows, THE ROOP has performed at major festivals in Lithuania and across Europe.
",2014-09-13T09:11:37Z,47648223,73300,137,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Electronic_music', 'https://en.wikipedia.org/wiki/Pop_music']",LT,1938877,1841,30,10,Muzika,True,1217,4164
UCw2_fPm64IIfRo3SWpR8_lQ,Vital CSGO,"Video editor from Lithuania. I create CS content about the pro scene. Named as ""Fragmovie guy"" by Shroud
Best way to contact me: 
1. DM me on Twitter: https://twitter.com/vitalcs2
2. Through the email provided below.

Please don't fall for the scammers. DM me on Twitter @vitalcs2 if you received a suspicious email and want confirmation.",2012-03-12T18:55:57Z,49890488,171000,198,"['https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Sports_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",LT,187566,579,2,20,Žaidimai,True,479,598
UCWsfGABc3RaJxKeE-VcYYGA,skill4ltu,"Streamer of World of Tanks from Lithuania. In this channel you will find: trolls, commentaries, good games, fun and all sorts of things! Tune in!

My twitch channel: www.twitch.tv/skill4ltu

My Instagram: https://www.instagram.com/baboon_paradise/

My facebook: www.facebook.com/skill4ltu
",2017-06-05T15:47:59Z,117502298,198000,2257,"['https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Strategy_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture', 'https://en.wikipedia.org/wiki/Role-playing_video_game']",LT,12368462,38016,279,20,Žaidimai,True,9362,2808
UCw_Z2gASwlQczYHkzXzWEwA,Radijo stotis M-1,Radijo Stotis M-1,2008-12-08T14:02:15Z,39496528,48800,1501,"['https://en.wikipedia.org/wiki/Humour', 'https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Music']",LT,244946,158,10,24,Pramogos,True,117,2459
UCX1D8LYoTWNEnkScPcTzy8Q,0029lt,,2012-02-15T12:27:20Z,1968812,12300,13,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Hip_hop_music']",LT,403716,322,2,10,Muzika,True,248,1478
UCxuAkcAg7jsV_tuqx-YhsRg,televizijos bokštas,,2023-08-06T06:44:00.723696Z,1285617,13200,121,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Health']",LT,888124,3200,39,22,Žmonės ir tinklaraščiai,True,1251,3895
UCYfwtrwvVQoUWSNgKL3foOw,В поиске кладов!,"В поиске кладов! Друзья, Вы любите путешествия? Тогда Вы попали по адресу!  Поиск монет металлоискателем, поиск золота и серебра. Коп с металлоискателем по старине и коп по войне, все это вы найдете на канале. Поиск и шурф на старых и заброшенных хуторах, ищем клад и тайник, а также коп в полях и на пляжах. Поисковой магнит для поиска железа в колодцах, озерах и реках. Коп по войне интересные находки ВОВ. Здесь Вы узнаете, что такое клад, а также поиск клада на канале В поиске кладов!

ePN  - партнерская программа.

ВСЕ ВИДЕО НА МОЕМ КАНАЛЕ НОСЯТ РАЗВЛЕКАТЕЛЬНЫЙ ХАРАКТЕР. ВСЕ НАХОДКИ КУПЛЕНЫ НА АНТИКВАРНОМ РЫНКЕ, А САМИ ВИДЕО ЯВЛЯЮТСЯ ПОСТАНОВОЧНЫМИ С ЦЕЛЬЮ ЗАРАБОТКА НА НИХ.
Дзен: https://dzen.ru/vpoiskekladov
Группа ВК : https://vk.com/vpoiskekladov
Ссылка на все плейлисты канала: https://www.youtube.com/channel/UCYfwtrwvVQoUWSNgKL3foOw/playlists
Дзен: 
https://dzen.ru/vpoiskekladov
https://dzen.ru/vpoiskekladov
https://dzen.ru/vpoiskekladov

",2013-07-03T08:10:43Z,732764591,1370000,1272,"['https://en.wikipedia.org/wiki/Hobby', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",LT,12367132,4500,63,19,Kelionės ir renginiai,True,2828,703
UCYmzyutMIBgwqOsfZw2xyGw,Dainius Sinkevičius,"Esu Delfi.lt specialusis korespondentas, rašantis teisėsaugos ir teisėtvarkos temomis. Šiame kanale rasite vaizdo įrašus, kurie skelbiami Delfi.lt, tačiau dėl patogumo jie sudėti vienoje vietoje.

Daugiau apie mane:

Delfi.lt: www.delfi.lt/temos/dainius-sinkevicius

Facebook: www.facebook.com/sinkevicius.dainius

Instagram: www.instagram.com/dainiussinkevicius/

TikTok: www.tiktok.com/@dainiussinkevicius

Visa šiame kanale esanti vaizdo informacija yra mano ir Delfi.lt nuosavybė, juos naudoti be raštiško sutiko yra griežtai draudžiama. 

",2009-02-07T16:45:16Z,9074296,29800,120,['https://en.wikipedia.org/wiki/Society'],LT,957016,2212,25,22,Žmonės ir tinklaraščiai,True,987,7072
UCyWmj0hOwqhZms16ENLwbpw,Mad Money,"Kontaktinė informacija dėl koncertinės veiklos:
https://www.facebook.com/MadMoneyLT
Vadyba: +37068236706
",2010-12-20T18:57:32Z,113005629,135000,115,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",LT,381273,166,3,10,Muzika,True,133,7832
